Date,Open,High,Low,Close,Adj Close,Volume
3/14/2019,7257.310059,7267.939941,7240.959961,7243.009766,7243.009766,2176510000
3/15/2019,7274.140137,7331.299805,7265.629883,7306.990234,7306.990234,3447190000
3/18/2019,7311.629883,7348.689941,7293.850098,7326.279785,7326.279785,2274490000
3/19/2019,7357.580078,7390.290039,7321.930176,7349.279785,7349.279785,2433160000
3/20/2019,7348.990234,7422.75,7318.419922,7380.75,7380.75,2424400000
3/21/2019,7356.939941,7505.410156,7356.939941,7493.27002,7493.27002,2483580000
3/22/2019,7458.439941,7482.350098,7323.52002,7326.060059,7326.060059,2490730000
3/25/2019,7299.930176,7342.509766,7265.279785,7316.959961,7316.959961,2130230000
3/26/2019,7378.22998,7417.259766,7314.379883,7351.149902,7351.149902,2068900000
3/27/2019,7364.470215,7376.990234,7252.060059,7308.189941,7308.189941,2221650000
3/28/2019,7325.060059,7346.040039,7277.689941,7320.470215,7320.470215,1902060000
3/29/2019,7377.77002,7381.689941,7333.169922,7378.77002,7378.77002,2233470000
4/1/2019,7450.810059,7481.839844,7422.439941,7478.419922,7478.419922,2198050000
4/2/2019,7473.509766,7507.049805,7461.509766,7499.640137,7499.640137,2110100000
4/3/2019,7538.169922,7589.689941,7520.399902,7544.970215,7544.970215,2487210000
4/4/2019,7542.160156,7571.129883,7496.299805,7540.569824,7540.569824,2094200000
4/5/2019,7564.27002,7581.899902,7554.910156,7578.839844,7578.839844,2148730000
4/8/2019,7565.060059,7602.080078,7536.419922,7599.740234,7599.740234,2069190000
4/9/2019,7571.879883,7596.75,7555.620117,7568.490234,7568.490234,2067570000
4/10/2019,7581.390137,7613.410156,7573.279785,7611.490234,7611.490234,1998280000
4/11/2019,7621.399902,7621.399902,7580.709961,7594.890137,7594.890137,1956840000
4/12/2019,7624.149902,7630.52002,7596.560059,7628.149902,7628.149902,1955290000
4/15/2019,7630.600098,7636.799805,7578.540039,7629.120117,7629.120117,1816920000
4/16/2019,7651.189941,7670.399902,7631.640137,7654.72998,7654.72998,2095330000
4/17/2019,7705.319824,7715.069824,7659.850098,7680.720215,7680.720215,2290690000
4/18/2019,7688.930176,7694.180176,7647.399902,7689.720215,7689.720215,2089360000
4/22/2019,7658.370117,7715.330078,7653.890137,7713.490234,7713.490234,1776060000
4/23/2019,7724.169922,7819.339844,7719.089844,7810.709961,7810.709961,2075070000
4/24/2019,7813.02002,7827.049805,7783.589844,7784.410156,7784.410156,2022490000
4/25/2019,7850.709961,7851.970215,7778.22998,7816.919922,7816.919922,2063270000
4/26/2019,7791.149902,7826.890137,7742.600098,7826.680176,7826.680176,1971270000
4/29/2019,7825.640137,7851.850098,7812.970215,7839.040039,7839.040039,1761110000
4/30/2019,7769.299805,7792.319824,7726.069824,7781.459961,7781.459961,2115770000
5/1/2019,7828.140137,7851.029785,7749.740234,7751.850098,7751.850098,2247420000
5/2/2019,7751.640137,7791.509766,7672.540039,7724.060059,7724.060059,2158600000
5/3/2019,7784.290039,7847.52002,7772.439941,7845.72998,7845.72998,2046040000
5/6/2019,7662.919922,7804.540039,7662.919922,7794.089844,7794.089844,1966120000
5/7/2019,7713.490234,7743.060059,7572.609863,7640.149902,7640.149902,2372660000
5/8/2019,7623.319824,7678.819824,7593.75,7617.549805,7617.549805,2175100000
5/9/2019,7525.810059,7605.029785,7472.709961,7582.75,7582.75,2520770000
5/10/2019,7556.040039,7623.009766,7426.75,7586.529785,7586.529785,2387720000
5/13/2019,7385.549805,7433.919922,7303.640137,7324.129883,7324.129883,2478860000
5/14/2019,7366.640137,7449.029785,7337.939941,7401.879883,7401.879883,2084850000
5/15/2019,7354.819824,7524.220215,7353.899902,7503.25,7503.25,2001530000
5/16/2019,7509.910156,7627.029785,7502.759766,7580.140137,7580.140137,2163120000
5/17/2019,7513.149902,7605.669922,7496.919922,7503.680176,7503.680176,2134120000
5/20/2019,7391.72998,7424.589844,7351.919922,7376.700195,7376.700195,2122410000
5/21/2019,7442.310059,7472.709961,7417.069824,7451.02002,7451.02002,1993210000
5/22/2019,7413.839844,7458.109863,7410.709961,7420.660156,7420.660156,1881830000
5/23/2019,7331.669922,7337.470215,7261.459961,7307.930176,7307.930176,2243420000
5/24/2019,7353.970215,7371.299805,7294.100098,7300.959961,7300.959961,1682920000
5/28/2019,7321.27002,7362.290039,7274.700195,7278.379883,7278.379883,2352670000
5/29/2019,7222.549805,7254.200195,7176.669922,7216.859863,7216.859863,2278790000
5/30/2019,7234.830078,7262.77002,7204.419922,7245.399902,7245.399902,1872000000
5/31/2019,7148.709961,7183.22998,7125.970215,7127.959961,7127.959961,2236940000
6/3/2019,7110.339844,7126.430176,6936.680176,6978.02002,6978.02002,2576920000
6/4/2019,7056.180176,7169.790039,7023.089844,7166.75,7166.75,2369150000
6/5/2019,7230.810059,7235.22998,7146.430176,7220.899902,7220.899902,2115570000
6/6/2019,7229.859863,7293.220215,7201.589844,7275.930176,7275.930176,2070940000
6/7/2019,7315.330078,7445.990234,7309.009766,7417.290039,7417.290039,2066020000
6/10/2019,7472.600098,7573,7468.169922,7501.930176,7501.930176,2039370000
6/11/2019,7584.75,7595.569824,7489.990234,7513.850098,7513.850098,2114680000
6/12/2019,7493.549805,7507.52002,7459.200195,7472.290039,7472.290039,1952790000
6/13/2019,7500.850098,7530.910156,7487.089844,7510.680176,7510.680176,1838930000
6/14/2019,7476,7500,7454,7479,,
